lond,latd,Date,Time,yy,mm,day,lond,,latd,hhooks,alb_mt,alb_kghhks,bet_mt,bet_kghhks,pbf_mt,pbf_kghhks,skj_mt,skj_kghhks,sbf_mt,sbf_kghhks,yft_mt,yft_kghhks,tun_mt,tun_kghhks,Date
-174.5,-21.5,3/5/2014,12:00,2014,3,5,185.5,-174.5,-21.5,16,0,0,0.04,2.5,0,0,0,0,0,0,1,62.5,1.04,65,3/5/2014
-175.5,-17.5,3/6/2014,12:00,2014,3,6,184.5,-175.5,-17.5,31,0.19,6.129,0,0,0,0,0,0,0,0,1.322,42.645,1.512,48.774,3/6/2014
-175.5,-17.5,3/7/2014,12:00,2014,3,7,184.5,-175.5,-17.5,31,0.04,1.29,0,0,0,0,0,0,0,0,0.191,6.161,0.231,7.452,3/7/2014
-174.5,-21.5,3/7/2014,12:00,2014,3,7,185.5,-174.5,-21.5,16,0,0,0,0,0,0,0,0,0,0,1.5,93.75,1.5,93.75,3/7/2014
-175.5,-17.5,3/8/2014,12:00,2014,3,8,184.5,-175.5,-17.5,31,0.07,2.258,0.091,2.935,0,0,0,0,0,0,0.309,9.968,0.47,15.161,3/8/2014
-174.5,-21.5,3/8/2014,12:00,2014,3,8,185.5,-174.5,-21.5,16,0.03,1.875,0.02,1.25,0,0,0,0,0,0,0.9,56.25,0.95,59.375,3/8/2014
-174.5,-20.5,3/8/2014,12:00,2014,3,8,185.5,-174.5,-20.5,13,0,0,0.03,2.308,0,0,0,0,0,0,0.25,19.231,0.28,21.538,3/8/2014
-175.5,-17.5,3/9/2014,12:00,2014,3,9,184.5,-175.5,-17.5,31,0.02,0.645,0,0,0,0,0,0,0,0,0.525,16.935,0.545,17.581,3/9/2014
-174.5,-21.5,3/9/2014,12:00,2014,3,9,185.5,-174.5,-21.5,16,0,0,0,0,0,0,0,0,0,0,0.62,38.75,0.62,38.75,3/9/2014
-175.5,-18.5,3/10/2014,12:00,2014,3,10,184.5,-175.5,-18.5,31,0.139,4.484,0.053,1.71,0,0,0,0,0,0,0.145,4.677,0.337,10.871,3/10/2014
-174.5,-21.5,3/10/2014,12:00,2014,3,10,185.5,-174.5,-21.5,16,0,0,0,0,0,0,0,0,0,0,0.35,21.875,0.35,21.875,3/10/2014
-175.5,-18.5,3/11/2014,12:00,2014,3,11,184.5,-175.5,-18.5,31,0.1,3.226,0.016,0.516,0,0,0,0,0,0,0.248,8,0.364,11.742,3/11/2014
-174.5,-21.5,3/11/2014,12:00,2014,3,11,185.5,-174.5,-21.5,16,0,0,0,0,0,0,0,0,0,0,0.46,28.75,0.46,28.75,3/11/2014
-175.5,-18.5,3/12/2014,12:00,2014,3,12,184.5,-175.5,-18.5,31,0.06,1.935,0.075,2.419,0,0,0,0,0,0,0,0,0.135,4.355,3/12/2014
-174.5,-21.5,3/12/2014,12:00,2014,3,12,185.5,-174.5,-21.5,21.25,0.015,0.706,0.06,2.824,0,0,0,0,0,0,0.15,7.059,0.225,10.588,3/12/2014
-175.5,-18.5,3/13/2014,12:00,2014,3,13,184.5,-175.5,-18.5,31,0.14,4.516,0.017,0.548,0,0,0,0,0,0,0.253,8.161,0.41,13.226,3/13/2014
-175.5,-18.5,3/14/2014,12:00,2014,3,14,184.5,-175.5,-18.5,31,0.13,4.194,0.048,1.548,0,0,0,0,0,0,0.314,10.129,0.492,15.871,3/14/2014
-174.5,-21.5,3/14/2014,12:00,2014,3,14,185.5,-174.5,-21.5,15,0,0,0.03,2,0,0,0,0,0,0,0.07,4.667,0.1,6.667,3/14/2014
